any;municipi;concepte;indicador;estat;valor
2020;Santa Coloma de Gramenet;renda familiar disponible bruta;per habitant (€);p;14230
2020;Santa Coloma de Gramenet;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;81,1
2020;Santa Coloma de Queralt;renda familiar disponible bruta;valor (milers €);p;44566
2020;Santa Coloma de Queralt;renda familiar disponible bruta;per habitant (€);p;16690
2020;Santa Coloma de Queralt;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,1
2020;Santa Cristina d'Aro;renda familiar disponible bruta;valor (milers €);p;88030
2020;Santa Cristina d'Aro;renda familiar disponible bruta;per habitant (€);p;16696
2020;Santa Cristina d'Aro;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,1
2020;Santa Eugènia de Berga;renda familiar disponible bruta;valor (milers €);p;39251
2020;Santa Eugènia de Berga;renda familiar disponible bruta;per habitant (€);p;17493
2020;Santa Eugènia de Berga;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;99,7
2020;Santa Eulàlia de Riuprimer;renda familiar disponible bruta;valor (milers €);p;24172
2020;Santa Eulàlia de Riuprimer;renda familiar disponible bruta;per habitant (€);p;17506
2020;Santa Eulàlia de Riuprimer;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;99,7
2020;Santa Eulàlia de Ronçana;renda familiar disponible bruta;valor (milers €);p;137213
2020;Santa Eulàlia de Ronçana;renda familiar disponible bruta;per habitant (€);p;18371
2020;Santa Eulàlia de Ronçana;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;104,7
2020;Santa Margarida de Montbui;renda familiar disponible bruta;valor (milers €);p;128352
2020;Santa Margarida de Montbui;renda familiar disponible bruta;per habitant (€);p;12554
2020;Santa Margarida de Montbui;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;71,5
2020;Santa Margarida i els Monjos;renda familiar disponible bruta;valor (milers €);p;125551
2020;Santa Margarida i els Monjos;renda familiar disponible bruta;per habitant (€);p;16331
2020;Santa Margarida i els Monjos;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93
2020;Santa Maria d'Oló;renda familiar disponible bruta;valor (milers €);p;17948
2020;Santa Maria d'Oló;renda familiar disponible bruta;per habitant (€);p;17338
2020;Santa Maria d'Oló;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98,8
2020;Santa Maria de Palautordera;renda familiar disponible bruta;valor (milers €);p;166492
2020;Santa Maria de Palautordera;renda familiar disponible bruta;per habitant (€);p;17286
2020;Santa Maria de Palautordera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98,5
2020;Santa Oliva;renda familiar disponible bruta;valor (milers €);p;46993
2020;Santa Oliva;renda familiar disponible bruta;per habitant (€);p;13879
2020;Santa Oliva;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,1
2020;Santa Pau;renda familiar disponible bruta;valor (milers €);p;28599
2020;Santa Pau;renda familiar disponible bruta;per habitant (€);p;18219
2020;Santa Pau;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;103,8
2020;Santa Perpètua de Mogoda;renda familiar disponible bruta;valor (milers €);p;429822
2020;Santa Perpètua de Mogoda;renda familiar disponible bruta;per habitant (€);p;16524
2020;Santa Perpètua de Mogoda;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,1
2020;Santa Susanna;renda familiar disponible bruta;valor (milers €);p;82100
2020;Santa Susanna;renda familiar disponible bruta;per habitant (€);p;23051
2020;Santa Susanna;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;131,3
2020;Santpedor;renda familiar disponible bruta;valor (milers €);p;138650
2020;Santpedor;renda familiar disponible bruta;per habitant (€);p;18413
2020;Santpedor;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;104,9
2020;Sarral;renda familiar disponible bruta;valor (milers €);p;22492
2020;Sarral;renda familiar disponible bruta;per habitant (€);p;14664
2020;Sarral;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;83,5
2020;Sarrià de Ter;renda familiar disponible bruta;valor (milers €);p;92327
2020;Sarrià de Ter;renda familiar disponible bruta;per habitant (€);p;18141
2020;Sarrià de Ter;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;103,3
2020;Secuita, la;renda familiar disponible bruta;valor (milers €);p;29241
2020;Secuita, la;renda familiar disponible bruta;per habitant (€);p;16912
2020;Secuita, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;96,3
2020;Selva del Camp, la;renda familiar disponible bruta;valor (milers €);p;89037
2020;Selva del Camp, la;renda familiar disponible bruta;per habitant (€);p;15542
2020;Selva del Camp, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,5
2020;Sénia, la;renda familiar disponible bruta;valor (milers €);p;70189
2020;Sénia, la;renda familiar disponible bruta;per habitant (€);p;12387
2020;Sénia, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;70,6
2020;Sentmenat;renda familiar disponible bruta;valor (milers €);p;160231
2020;Sentmenat;renda familiar disponible bruta;per habitant (€);p;17248
2020;Sentmenat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98,3
2020;Serinyà;renda familiar disponible bruta;valor (milers €);p;18062
2020;Serinyà;renda familiar disponible bruta;per habitant (€);p;15975
2020;Serinyà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91
2020;Seròs;renda familiar disponible bruta;valor (milers €);p;24042
2020;Seròs;renda familiar disponible bruta;per habitant (€);p;12611
2020;Seròs;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;71,8
2020;Seu d'Urgell, la;renda familiar disponible bruta;valor (milers €);p;167813
2020;Seu d'Urgell, la;renda familiar disponible bruta;per habitant (€);p;13871
2020;Seu d'Urgell, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79
2020;Seva;renda familiar disponible bruta;valor (milers €);p;68672
2020;Seva;renda familiar disponible bruta;per habitant (€);p;19179
2020;Seva;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;109,3
2020;Sils;renda familiar disponible bruta;valor (milers €);p;96137
2020;Sils;renda familiar disponible bruta;per habitant (€);p;15603
2020;Sils;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,9
2020;Sitges;renda familiar disponible bruta;valor (milers €);p;629392
2020;Sitges;renda familiar disponible bruta;per habitant (€);p;21388
2020;Sitges;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;121,8
2020;Solsona;renda familiar disponible bruta;valor (milers €);p;137510
2020;Solsona;renda familiar disponible bruta;per habitant (€);p;14733
2020;Solsona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;83,9
2020;Sort;renda familiar disponible bruta;valor (milers €);p;35148
2020;Sort;renda familiar disponible bruta;per habitant (€);p;16251
2020;Sort;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;92,6
2020;Soses;renda familiar disponible bruta;valor (milers €);p;25546
2020;Soses;renda familiar disponible bruta;per habitant (€);p;14637
2020;Soses;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;83,4
2020;Subirats;renda familiar disponible bruta;valor (milers €);p;53519
2020;Subirats;renda familiar disponible bruta;per habitant (€);p;17079
2020;Subirats;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,3
2020;Súria;renda familiar disponible bruta;valor (milers €);p;104150
2020;Súria;renda familiar disponible bruta;per habitant (€);p;17675
2020;Súria;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,7
2020;Taradell;renda familiar disponible bruta;valor (milers €);p;127545
2020;Taradell;renda familiar disponible bruta;per habitant (€);p;19352
2020;Taradell;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;110,2
2020;Tarragona;renda familiar disponible bruta;valor (milers €);p;2173068
2020;Tarragona;renda familiar disponible bruta;per habitant (€);p;15881
2020;Tarragona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;90,5
2020;Tàrrega;renda familiar disponible bruta;valor (milers €);p;253681
2020;Tàrrega;renda familiar disponible bruta;per habitant (€);p;14495
2020;Tàrrega;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82,6
2020;Teià;renda familiar disponible bruta;valor (milers €);p;151083
2020;Teià;renda familiar disponible bruta;per habitant (€);p;23562
2020;Teià;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;134,2
2020;Térmens;renda familiar disponible bruta;valor (milers €);p;19207
2020;Térmens;renda familiar disponible bruta;per habitant (€);p;14481
2020;Térmens;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82,5
2020;Terrassa;renda familiar disponible bruta;valor (milers €);p;3772870
2020;Terrassa;renda familiar disponible bruta;per habitant (€);p;16897
2020;Terrassa;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;96,3
2020;Tiana;renda familiar disponible bruta;valor (milers €);p;210682
2020;Tiana;renda familiar disponible bruta;per habitant (€);p;23715
2020;Tiana;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;135,1
2020;Tivissa;renda familiar disponible bruta;valor (milers €);p;22492
2020;Tivissa;renda familiar disponible bruta;per habitant (€);p;13950
2020;Tivissa;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,5
2020;Tona;renda familiar disponible bruta;valor (milers €);p;151121
2020;Tona;renda familiar disponible bruta;per habitant (€);p;18272
2020;Tona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;104,1
2020;Torà;renda familiar disponible bruta;valor (milers €);p;18936
2020;Torà;renda familiar disponible bruta;per habitant (€);p;15781
2020;Torà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,9
2020;Tordera;renda familiar disponible bruta;valor (milers €);p;250201
2020;Tordera;renda familiar disponible bruta;per habitant (€);p;14321
2020;Tordera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;81,6
2020;Torelló;renda familiar disponible bruta;valor (milers €);p;251290
2020;Torelló;renda familiar disponible bruta;per habitant (€);p;17550
2020;Torelló;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100
2020;Torre de Claramunt, la;renda familiar disponible bruta;valor (milers €);p;62811
2020;Torre de Claramunt, la;renda familiar disponible bruta;per habitant (€);p;16519
2020;Torre de Claramunt, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,1
2020;Torredembarra;renda familiar disponible bruta;valor (milers €);p;238320
2020;Torredembarra;renda familiar disponible bruta;per habitant (€);p;14085
2020;Torredembarra;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;80,2
2020;Torrefarrera;renda familiar disponible bruta;valor (milers €);p;75032
2020;Torrefarrera;renda familiar disponible bruta;per habitant (€);p;16206
2020;Torrefarrera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;92,3
2020;Torregrossa;renda familiar disponible bruta;valor (milers €);p;29801
2020;Torregrossa;renda familiar disponible bruta;per habitant (€);p;13506
2020;Torregrossa;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;76,9
2020;Torrelavit;renda familiar disponible bruta;valor (milers €);p;25130
2020;Torrelavit;renda familiar disponible bruta;per habitant (€);p;17588
2020;Torrelavit;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,2
2020;Torrelles de Foix;renda familiar disponible bruta;valor (milers €);p;31805
2020;Torrelles de Foix;renda familiar disponible bruta;per habitant (€);p;13013
2020;Torrelles de Foix;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;74,1
2020;Torrelles de Llobregat;renda familiar disponible bruta;valor (milers €);p;116180
2020;Torrelles de Llobregat;renda familiar disponible bruta;per habitant (€);p;19171
2020;Torrelles de Llobregat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;109,2
2020;Torres de Segre;renda familiar disponible bruta;valor (milers €);p;29950
2020;Torres de Segre;renda familiar disponible bruta;per habitant (€);p;12804
2020;Torres de Segre;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;72,9
2020;Torroella de Montgrí;renda familiar disponible bruta;valor (milers €);p;157558
2020;Torroella de Montgrí;renda familiar disponible bruta;per habitant (€);p;13396
2020;Torroella de Montgrí;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;76,3
2020;Tortosa;renda familiar disponible bruta;valor (milers €);p;499135
2020;Tortosa;renda familiar disponible bruta;per habitant (€);p;14885
2020;Tortosa;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;84,8
2020;Tossa de Mar;renda familiar disponible bruta;valor (milers €);p;74632
2020;Tossa de Mar;renda familiar disponible bruta;per habitant (€);p;12958
2020;Tossa de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;73,8
2020;Tremp;renda familiar disponible bruta;valor (milers €);p;92014
2020;Tremp;renda familiar disponible bruta;per habitant (€);p;15801
2020;Tremp;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;90
2020;Ullà;renda familiar disponible bruta;valor (milers €);p;14921
2020;Ullà;renda familiar disponible bruta;per habitant (€);p;12913
2020;Ullà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;73,6
2020;Ullastrell;renda familiar disponible bruta;valor (milers €);p;40295
2020;Ullastrell;renda familiar disponible bruta;per habitant (€);p;19260
2020;Ullastrell;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;109,7
2020;Ulldecona;renda familiar disponible bruta;valor (milers €);p;76280
2020;Ulldecona;renda familiar disponible bruta;per habitant (€);p;11709
2020;Ulldecona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;66,7
2020;Vacarisses;renda familiar disponible bruta;valor (milers €);p;122843
2020;Vacarisses;renda familiar disponible bruta;per habitant (€);p;17659
2020;Vacarisses;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,6
2020;Vall d'en Bas, la;renda familiar disponible bruta;valor (milers €);p;58410
2020;Vall d'en Bas, la;renda familiar disponible bruta;per habitant (€);p;19175
2020;Vall d'en Bas, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;109,2
2020;Vall de Bianya, la;renda familiar disponible bruta;valor (milers €);p;24738
2020;Vall de Bianya, la;renda familiar disponible bruta;per habitant (€);p;19464
2020;Vall de Bianya, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;110,9
2020;Vall de Boí, la;renda familiar disponible bruta;valor (milers €);p;15052
2020;Vall de Boí, la;renda familiar disponible bruta;per habitant (€);p;14372
2020;Vall de Boí, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;81,9
2020;Vallbona d'Anoia;renda familiar disponible bruta;valor (milers €);p;24491
2020;Vallbona d'Anoia;renda familiar disponible bruta;per habitant (€);p;17901
2020;Vallbona d'Anoia;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;102
2020;Vallfogona de Balaguer;renda familiar disponible bruta;valor (milers €);p;28547
2020;Vallfogona de Balaguer;renda familiar disponible bruta;per habitant (€);p;15164
2020;Vallfogona de Balaguer;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;86,4
2020;Vallgorguina;renda familiar disponible bruta;valor (milers €);p;53154
2020;Vallgorguina;renda familiar disponible bruta;per habitant (€);p;17631
2020;Vallgorguina;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,4
2020;Vallirana;renda familiar disponible bruta;valor (milers €);p;277195
2020;Vallirana;renda familiar disponible bruta;per habitant (€);p;18145
2020;Vallirana;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;103,4
2020;Vallmoll;renda familiar disponible bruta;valor (milers €);p;29972
2020;Vallmoll;renda familiar disponible bruta;per habitant (€);p;16745
2020;Vallmoll;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,4
2020;Vallromanes;renda familiar disponible bruta;valor (milers €);p;63643
2020;Vallromanes;renda familiar disponible bruta;per habitant (€);p;24749
2020;Vallromanes;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;141
2020;Valls;renda familiar disponible bruta;valor (milers €);p;388297
2020;Valls;renda familiar disponible bruta;per habitant (€);p;15783
2020;Valls;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,9
2020;Vandellòs i l'Hospitalet de l'Infant;renda familiar disponible bruta;valor (milers €);p;97346
2020;Vandellòs i l'Hospitalet de l'Infant;renda familiar disponible bruta;per habitant (€);p;14593
2020;Vandellòs i l'Hospitalet de l'Infant;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;83,1
2020;Vendrell, el;renda familiar disponible bruta;valor (milers €);p;603313
2020;Vendrell, el;renda familiar disponible bruta;per habitant (€);p;15689
2020;Vendrell, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,4
2020;Verges;renda familiar disponible bruta;valor (milers €);p;18378
2020;Verges;renda familiar disponible bruta;per habitant (€);p;15851
2020;Verges;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;90,3
2020;Vic;renda familiar disponible bruta;valor (milers €);p;774421
2020;Vic;renda familiar disponible bruta;per habitant (€);p;16493
2020;Vic;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94
2020;Vidreres;renda familiar disponible bruta;valor (milers €);p;122321
2020;Vidreres;renda familiar disponible bruta;per habitant (€);p;15571
2020;Vidreres;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,7
2020;Vielha e Mijaran;renda familiar disponible bruta;valor (milers €);p;86850
2020;Vielha e Mijaran;renda familiar disponible bruta;per habitant (€);p;15577
2020;Vielha e Mijaran;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,7
2020;Vilablareix;renda familiar disponible bruta;valor (milers €);p;62721
2020;Vilablareix;renda familiar disponible bruta;per habitant (€);p;20500
2020;Vilablareix;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;116,8
2020;Viladecans;renda familiar disponible bruta;valor (milers €);p;1139537
2020;Viladecans;renda familiar disponible bruta;per habitant (€);p;17130
2020;Viladecans;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,6
2020;Viladecavalls;renda familiar disponible bruta;valor (milers €);p;147973
2020;Viladecavalls;renda familiar disponible bruta;per habitant (€);p;19516
2020;Viladecavalls;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;111,2
2020;Viladrau;renda familiar disponible bruta;valor (milers €);p;19251
2020;Viladrau;renda familiar disponible bruta;per habitant (€);p;18114
2020;Viladrau;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;103,2
2020;Vilafant;renda familiar disponible bruta;valor (milers €);p;85698
2020;Vilafant;renda familiar disponible bruta;per habitant (€);p;16094
2020;Vilafant;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91,7
2020;Vilafranca del Penedès;renda familiar disponible bruta;valor (milers €);p;661988
2020;Vilafranca del Penedès;renda familiar disponible bruta;per habitant (€);p;16486
2020;Vilafranca del Penedès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,9
2020;Vilajuïga;renda familiar disponible bruta;valor (milers €);p;17270
2020;Vilajuïga;renda familiar disponible bruta;per habitant (€);p;15783
2020;Vilajuïga;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,9
2020;Vilallonga del Camp;renda familiar disponible bruta;valor (milers €);p;36616
2020;Vilallonga del Camp;renda familiar disponible bruta;per habitant (€);p;15192
2020;Vilallonga del Camp;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;86,5
2020;Vilamalla;renda familiar disponible bruta;valor (milers €);p;16889
2020;Vilamalla;renda familiar disponible bruta;per habitant (€);p;14935
2020;Vilamalla;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;85,1
2020;Vilanova de Bellpuig;renda familiar disponible bruta;valor (milers €);p;16842
2020;Vilanova de Bellpuig;renda familiar disponible bruta;per habitant (€);p;14019
2020;Vilanova de Bellpuig;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,9
2020;Vilanova de la Barca;renda familiar disponible bruta;valor (milers €);p;15523
2020;Vilanova de la Barca;renda familiar disponible bruta;per habitant (€);p;14222
2020;Vilanova de la Barca;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;81
2020;Vilanova del Camí;renda familiar disponible bruta;valor (milers €);p;180789
2020;Vilanova del Camí;renda familiar disponible bruta;per habitant (€);p;14252
2020;Vilanova del Camí;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;81,2
2020;Vilanova del Vallès;renda familiar disponible bruta;valor (milers €);p;108495
2020;Vilanova del Vallès;renda familiar disponible bruta;per habitant (€);p;19692
2020;Vilanova del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;112,2
2020;Vilanova i la Geltrú;renda familiar disponible bruta;valor (milers €);p;1152257
2020;Vilanova i la Geltrú;renda familiar disponible bruta;per habitant (€);p;17312
2020;Vilanova i la Geltrú;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98,6
2020;Vila-rodona;renda familiar disponible bruta;valor (milers €);p;19078
2020;Vila-rodona;renda familiar disponible bruta;per habitant (€);p;14765
2020;Vila-rodona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;84,1
2020;Vila-seca;renda familiar disponible bruta;valor (milers €);p;308228
2020;Vila-seca;renda familiar disponible bruta;per habitant (€);p;13589
2020;Vila-seca;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;77,4
2020;Vilassar de Dalt;renda familiar disponible bruta;valor (milers €);p;199089
2020;Vilassar de Dalt;renda familiar disponible bruta;per habitant (€);p;22173
2020;Vilassar de Dalt;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;126,3
2020;Vilassar de Mar;renda familiar disponible bruta;valor (milers €);p;434869
2020;Vilassar de Mar;renda familiar disponible bruta;per habitant (€);p;20940
2020;Vilassar de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;119,3
2020;Vilobí d'Onyar;renda familiar disponible bruta;valor (milers €);p;56951
2020;Vilobí d'Onyar;renda familiar disponible bruta;per habitant (€);p;17487
2020;Vilobí d'Onyar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;99,6
2020;Vilobí del Penedès;renda familiar disponible bruta;valor (milers €);p;19127
2020;Vilobí del Penedès;renda familiar disponible bruta;per habitant (€);p;17114
2020;Vilobí del Penedès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,5
2020;Vinyols i els Arcs;renda familiar disponible bruta;valor (milers €);p;33360
2020;Vinyols i els Arcs;renda familiar disponible bruta;per habitant (€);p;15346
2020;Vinyols i els Arcs;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,4
2020;Xerta;renda familiar disponible bruta;valor (milers €);p;16878
2020;Xerta;renda familiar disponible bruta;per habitant (€);p;14582
2020;Xerta;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;83,1
2020;Catalunya;renda familiar disponible bruta;valor (milers €);p;135705727
2020;Catalunya;renda familiar disponible bruta;per habitant (€);p;17553
2020;Catalunya;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100
